,molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
0,CHEMBL388978,0.3,nM,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,9.522878745280336,466.200490692,6,2,4.354000000000003,True
1,CHEMBL3597011,1.0,nM,CN1CCc2cc(-c3cnc4[nH]cc(C(=O)c5ccccc5Cl)c4c3)ccc2C1,9.0,401.12948994,3,1,5.102200000000004,True
4,CHEMBL3596932,4.5,nM,CN1CCc2ccc(-c3cnc4[nH]cc(C(=O)c5ccccc5Cl)c4c3)cc2C1,8.346787486224656,401.12948994,3,1,5.102200000000004,True
5,CHEMBL3609372,5.2,nM,CC(C)NC(=O)N1CC[C@H](NC2=Nc3cc(F)ccc3N(CC(F)F)c3ccc(Cl)cc32)C1,8.2839966563652,479.16997276000006,4,2,5.055900000000005,True
6,CHEMBL3596930,5.8,nM,COc1nn(C)cc1-c1cnc2[nH]cc(C(=O)c3cc(CCO)ccc3Cl)c2c1,8.236572006437063,410.114568148,6,2,3.3912000000000013,True
7,CHEMBL3596915,7.5,nM,O=C(c1ccc(Cl)cc1Cl)c1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,8.1249387366083,439.09666558800006,5,2,4.888700000000004,True
8,CHEMBL3596919,7.6,nM,O=C(c1ccc(CO)cc1Cl)c1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,8.119186407719209,435.14620262400007,6,3,3.7276000000000016,True
11,CHEMBL4758500,9.8,nM,Cc1cccn(-c2ccc(-c3ccc4c(C(=O)NCc5ccncc5)n[nH]c4c3)c(Cl)c2)c1=O,8.008773924307505,469.13055256,5,2,4.667620000000003,True
12,CHEMBL3596922,12.0,nM,CN1CCC(n2cc(-c3cnc4[nH]cc(C(=O)c5ccc(CO)cc5Cl)c4c3)cn2)CC1,7.920818753952375,449.161852688,6,2,4.0698000000000025,True
13,CHEMBL3596914,13.0,nM,O=C(c1ccc(F)cc1Cl)c1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,7.886056647693163,423.1262161280001,5,2,4.374400000000002,True
14,CHEMBL3128043,13.7,nM,Cc1nc(Nc2n[nH]c3c2CN(C(=O)N[C@H](CN(C)C)c2ccccc2)C3(C)C)c2sccc2n1,7.863279432843593,490.22632858,7,3,4.529620000000004,True
15,CHEMBL3596927,14.0,nM,COc1nn(C)cc1-c1cnc2[nH]cc(C(=O)c3ccc(COc4ccccn4)cc3Cl)c2c1,7.853871964321762,473.12546718,7,1,4.830400000000004,True
16,CHEMBL4794004,16.0,nM,Cc1cccn(-c2ccc(-c3ccc4c(C(=O)Nc5ccncc5)n[nH]c4c3)c(Cl)c2)c1=O,7.795880017344075,455.114902496,5,2,4.989920000000004,True
17,CHEMBL4742230,16.0,nM,CNC(=O)c1n[nH]c2cc(-c3ccc(-n4cccc(C)c4=O)cc3Cl)ccc12,7.795880017344075,392.104003464,4,2,3.7022200000000014,True
18,CHEMBL3596899,18.0,nM,O=C(c1ccccc1Cl)c1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,7.744727494896693,405.13563794,5,2,4.235300000000002,True
19,CHEMBL3609371,18.0,nM,CCN1c2ccc(F)cc2N=C(N[C@H]2CCN(C(=O)NC(C)(C)C)C2)c2cc(Cl)ccc21,7.744727494896693,457.204466448,4,2,5.2008000000000045,True
20,CHEMBL3596920,21.0,nM,COCc1ccc(C(=O)c2c[nH]c3ncc(-c4cnn(C5CCNCC5)c4)cc23)c(Cl)c1,7.67778070526608,449.161852688,6,2,4.381700000000003,True
21,CHEMBL4787358,21.0,nM,Cc1cccn(-c2ccc(-c3ccc4c(C(=O)NCCc5ccncc5)n[nH]c4c3)c(Cl)c2)c1=O,7.67778070526608,483.146202624,5,2,4.710120000000003,True
22,CHEMBL4784979,22.0,nM,Cc1cccn(-c2ccc(-c3ccc4c(C(=O)NCC5CCN(C)CC5)n[nH]c4c3)c(Cl)c2)c1=O,7.657577319177793,489.193152816,5,2,4.414220000000003,True
23,CHEMBL3596916,23.0,nM,N#Cc1ccc(C(=O)c2c[nH]c3ncc(-c4cnn(C5CCNCC5)c4)cc23)c(Cl)c1,7.638272163982407,430.130886908,6,2,4.106980000000003,True
24,CHEMBL4568087,24.0,nM,Cn1cc(-c2cnc3c(-c4csc(C(=O)N[C@@H]5CCCC[C@@H]5N)c4)cnn3c2)cn1,7.619788758288394,421.1684793560001,8,2,2.8580000000000005,True
25,CHEMBL5274607,29.6,nM,CC(C)NC(=O)N1CC[C@@H](NC2=Nc3cc(F)ccc3N(CC(F)F)c3ccc(Cl)cc32)C1,7.528708288941061,479.16997276000006,4,2,5.055900000000005,True
26,CHEMBL593490,31.0,nM,Cc1[nH]nc2ccc(-c3cc(OC[C@@H](N)Cc4c[nH]c5ccccc45)cnc3-c3ccoc3)cc12,7.508638306165727,463.20082504,5,3,5.623420000000004,True
27,CHEMBL3596931,33.0,nM,CN1Cc2ccc(-c3cnc4[nH]cc(C(=O)c5ccccc5Cl)c4c3)cc2C1,7.481486060122112,387.113839876,3,1,5.059700000000004,True
28,CHEMBL4781551,34.0,nM,Cc1cccn(-c2ccc(-c3ccc4c(C(=O)NCC5CC5)n[nH]c4c3)c(Cl)c2)c1=O,7.468521082957745,432.135303592,4,2,4.482420000000003,True
29,CHEMBL3596924,37.0,nM,COc1c(-c2cnc3[nH]cc(C(=O)c4ccc(CO)cc4Cl)c3c2)cnn1C,7.431798275933005,396.0989180840001,6,2,3.348700000000002,True
30,CHEMBL4784560,42.0,nM,Cc1cccn(-c2ccc(-c3ccc4c(C(=O)NCC5CCOCC5)n[nH]c4c3)c(Cl)c2)c1=O,7.376750709602099,476.16151834,5,2,4.499020000000003,True
31,CHEMBL3596925,43.0,nM,COc1nn(C)cc1-c1cnc2[nH]cc(C(=O)c3ccc(COc4ccccc4)cc3Cl)c2c1,7.366531544420414,472.130218212,6,1,5.435400000000004,True
33,CHEMBL4748552,45.0,nM,CCNC(=O)c1n[nH]c2cc(-c3ccc(-n4cccc(C)c4=O)cc3Cl)ccc12,7.346787486224656,406.119653528,4,2,4.092320000000003,True
34,CHEMBL3596926,48.0,nM,COc1nn(C)cc1-c1cnc2[nH]cc(C(=O)c3ccc(COc4ccccc4F)cc3Cl)c2c1,7.318758762624412,490.1207964,6,1,5.574500000000003,True
35,CHEMBL1198335,48.4,nM,COc1cccc(Nc2nc(NCC3CCCO3)c3ccccc3n2)c1,7.315154638355588,350.174275944,6,2,3.9729000000000023,True
36,CHEMBL4799349,52.0,nM,CNC(=O)c1n[nH]c2cc(-c3ccc(-c4cccc(C)n4)cc3Cl)ccc12,7.2839966563652,376.109088844,3,2,4.613320000000003,True
37,CHEMBL3769552,53.0,nM,CNc1ncc2cc(-c3ccc(-c4cccc(C)n4)cc3Cl)c(=O)n(C[C@@H]3CCNCC3(F)F)c2n1,7.275724130399211,510.1746435400001,7,2,4.7688200000000025,True
38,CHEMBL3596923,55.0,nM,CC(=O)N1CCC(n2cc(-c3cnc4[nH]cc(C(=O)c5ccc(CO)cc5Cl)c4c3)cn2)CC1,7.259637310505756,477.156767308,6,2,3.986500000000002,True
39,CHEMBL3769478,57.0,nM,CNc1ncc2cc(-c3ccc(-c4cccc(C)n4)cc3Cl)c(=O)n(C[C@H]3OC[C@H](NC)CO3)c2n1,7.244125144327507,506.183316404,9,2,3.4849200000000007,True
40,CHEMBL3923175,59.0,nM,CCS(=O)(=O)c1cc(Nc2ncc(F)c(N(Cc3ccccc3C#N)c3cc(CO)ccc3C)n2)ccc1N1CCN(C)CC1,7.229147988357855,629.258437232,10,2,4.915400000000004,True
41,CHEMBL2403078,61.0,nM,COc1cc(Nc2ncc(Br)c(-c3cccc(CC#N)c3)n2)ccc1N1CCN(C)C(C)C1,7.214670164989233,506.1429715840001,7,1,4.864680000000005,True
42,CHEMBL3596903,63.0,nM,Cc1ccccc1C(=O)c1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,7.200659450546418,385.19026035600007,5,2,3.890320000000002,True
43,CHEMBL3596912,64.0,nM,O=C(c1cc(CO)ccc1Cl)c1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,7.1938200260161125,435.14620262400007,6,3,3.7276000000000016,True
44,CHEMBL2386715,64.1,nM,COCCN(Cc1cc(F)cc2[nH]ncc12)c1nccc(Nc2cc(C3CC3)[nH]n2)n1,7.193141970481182,422.19788557600015,7,3,3.489100000000001,True
45,CHEMBL2403079,65.0,nM,COc1cc(Nc2ncc(Br)c(-c3cccc(CC#N)c3)n2)ccc1N1CCN(C)[C@@H](C)C1,7.187086643357144,506.1429715840001,7,1,4.864680000000005,True
46,CHEMBL4067898,65.0,nM,COc1ccccc1-n1cc(COC(=O)C2CCn3c(C(=O)c4ccccc4)ccc32)nn1,7.187086643357144,442.1641051840001,8,0,3.539100000000002,True
47,CHEMBL4750093,66.0,nM,Cc1cccn(-c2ccc(-c3ccc4c(C(=O)NCCO)n[nH]c4c3)c(Cl)c2)c1=O,7.180456064458131,422.1145681480001,5,3,3.0647200000000003,True
48,CHEMBL3770443,69.0,nM,CNc1ncc2cc(-c3ccc(-c4cccc(C)n4)cc3Cl)c(=O)n(C[C@H]3OC[C@H](N)CO3)c2n1,7.161150909262744,492.16766634,9,2,3.22422,True
49,CHEMBL2386717,70.8,nM,CC(CO)N(Cc1cc(F)cc2[nH]ncc12)c1nccc(Nc2cc(C3CC3)[nH]n2)n1,7.149966742310231,422.19788557600015,7,4,3.2235000000000005,True
50,CHEMBL4764182,71.0,nM,COCCNC(=O)c1n[nH]c2cc(-c3ccc(-n4cccc(C)c4=O)cc3Cl)ccc12,7.1487416512809245,436.130218212,5,2,3.7188200000000022,True
51,CHEMBL2403080,72.0,nM,COc1cc(Nc2ncc(Br)c(-c3cccc(CC#N)c3)n2)ccc1N1CCN(C)[C@H](C)C1,7.142667503568731,506.1429715840001,7,1,4.864680000000005,True
52,CHEMBL3770363,73.0,nM,CNc1ncc2cc(-c3ccc(-c4cccc(C)n4)cc3Cl)c(=O)n(CC3COC4(CNC4)OC3)c2n1,7.136677139879544,518.183316404,9,2,3.4865200000000005,True
53,CHEMBL3596898,83.0,nM,Clc1ccccc1Cc1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,7.080921907623926,391.156373384,4,2,4.595100000000002,True
54,CHEMBL3596910,84.0,nM,O=C(c1ccc(COc2ccccc2)cc1)c1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,7.075720713938118,477.2164751040001,6,2,5.160900000000003,True
55,CHEMBL3580976,85.0,nM,CCN(Cc1ccc2[nH]cnc2c1Cl)c1nccc(Nc2cc(C3CC3)[nH]n2)n1,7.070581074285707,408.1577703520001,6,3,4.376900000000002,True
56,CHEMBL3596911,88.0,nM,Cc1cccc(Cl)c1C(=O)c1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,7.055517327849831,419.1512880040001,5,2,4.543720000000003,True
57,CHEMBL4764341,92.0,nM,Cc1cccn(-c2ccc(-c3ccc4c(C(=O)NCc5ccccc5)n[nH]c4c3)c(Cl)c2)c1=O,7.036212172654444,468.135303592,4,2,5.272620000000004,True
58,CHEMBL2403056,98.0,nM,COc1cc(Nc2ncc(Cl)c(-c3cc(F)cc(CC#N)c3)n2)ccc1N1CCN(C)CC1,7.008773924307505,466.1684152880001,7,1,4.506180000000005,True
59,CHEMBL2403057,103.0,nM,COc1cc(Nc2ncc(Cl)c(-c3cc(Cl)cc(CC#N)c3)n2)ccc1N1CCN(C)CC1,6.987162775294828,482.13886474800006,7,1,5.020480000000005,True
60,CHEMBL3580975,110.0,nM,CN(Cc1ccc2[nH]cnc2c1Cl)c1nccc(Nc2cc(C3CC3)[nH]n2)n1,6.958607314841775,394.1421202880001,6,3,3.986800000000001,True
61,CHEMBL2312140,110.0,nM,COc1cc(Nc2ncc(Cl)c(-c3cccc(CC#N)c3)n2)ccc1N1CCN(C)CC1,6.958607314841775,448.17783710000015,7,1,4.367080000000004,True
62,CHEMBL3964858,110.0,nM,CCS(=O)(=O)c1cc(Nc2ncc(F)c(N(C)c3cc(CO)c(C)cc3C)n2)ccc1N1C[C@@H]2C[C@H]1CN2C,6.958607314841775,554.2475382,9,2,3.922640000000003,True
63,CHEMBL3580968,120.0,nM,C[C@H](Nc1nccc(Nc2cc(C3CC3)[nH]n2)n1)c1ccc2[nH]ccc2c1,6.920818753952375,359.18584367200003,5,4,4.475100000000002,True
64,CHEMBL3596904,120.0,nM,O=C(c1ccccc1F)c1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,6.920818753952375,389.16518848,5,2,3.721000000000002,True
65,CHEMBL3770909,124.0,nM,CCNc1ncc2cc(-c3ccc(-c4cncc(C)n4)cc3Cl)c(=O)n(C[C@H]3CC[C@H](N)CC3)c2n1,6.906578314837764,503.22003626,8,2,4.826620000000003,True
66,CHEMBL2403077,126.0,nM,COc1cc(Nc2ncc(Cl)c(-c3cccc(CC#N)c3)n2)ccc1N1CCN(C)C(C)C1,6.899629454882437,462.19348716400015,7,1,4.755580000000005,True
68,CHEMBL3596928,130.0,nM,COc1nn(C)cc1-c1cnc2[nH]cc(C(=O)c3ccc(COc4cccnc4)cc3Cl)c2c1,6.886056647693163,473.12546718,7,1,4.830400000000004,True
69,CHEMBL2386716,133.0,nM,C[C@H](Nc1nccc(Nc2cc(C3CCC3)[nH]n2)n1)c1ccc2[nH]ccc2c1,6.876148359032914,373.201493736,5,4,4.865200000000002,True
70,CHEMBL3596929,140.0,nM,COc1nn(C)cc1-c1cnc2[nH]cc(C(=O)c3ccc(CCO)cc3Cl)c2c1,6.853871964321762,410.114568148,6,2,3.3912000000000013,True
71,CHEMBL4755754,143.0,nM,Cc1cccn(-c2ccc(-c3ccc4c(C(=O)NC5CCN(C)CC5)n[nH]c4c3)c(Cl)c2)c1=O,6.844663962534938,475.177502752,5,2,4.166620000000003,True
72,CHEMBL3769748,145.0,nM,CCNc1ncc2cc(-c3ccc(-c4cncc(C)n4)cc3Cl)c(=O)n(CC3CCNCC3)c2n1,6.838631997765026,489.204386196,8,2,4.308720000000003,True
73,CHEMBL3770369,147.0,nM,CCNc1ncc2cc(-c3ccc(-c4cncc(C)n4)cc3Cl)c(=O)n(CCCCN)c2n1,6.832682665251824,463.188736132,8,2,4.048020000000002,True
74,CHEMBL3770295,148.0,nM,CCNc1ncc2cc(-c3ccc(-c4cncc(C)n4)cc3Cl)c(=O)n(C[C@H]3OC[C@H](N)CO3)c2n1,6.8297382846050425,507.178565372,10,2,3.00932,True
75,CHEMBL4790872,159.0,nM,CNC(=O)c1n[nH]c2cc(-c3ccc(-c4cncc(C)n4)cc3Cl)ccc12,6.798602875679549,377.104337812,4,2,4.008320000000002,True
76,CHEMBL4780410,170.0,nM,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)NC1CCN(c2ncnc3[nH]ncc23)CC1,6.769551078621726,473.1398774840002,5,3,4.181000000000002,True
77,CHEMBL3609370,190.0,nM,CCN1c2ccc(F)cc2N=C(N[C@H]2CCN(C(=O)OC(C)(C)C)C2)c2cc(Cl)ccc21,6.721246399047171,458.188482036,5,1,5.627800000000006,True
78,CHEMBL3896232,200.0,nM,CCS(=O)(=O)c1cc(Nc2ncc(F)c(N(C)c3cc(CO)c(C)cc3C)n2)ccc1N1CCN(C)CC1,6.698970004336019,542.2475382,9,2,3.7817400000000023,True
79,CHEMBL3910608,220.0,nM,Cc1cc(C)c(N(C)c2nc(Nc3cc(N4CCOCC4)cc(S(C)(=O)=O)c3)ncc2F)cc1CO,6.657577319177793,515.20025366,9,2,3.4764400000000024,True
80,CHEMBL4777980,220.0,nM,O=C(CCN1CCOCC1)Nc1ccc2c(c1)/C(=C\c1n[nH]c3ccccc13)C(=O)N2,6.657577319177793,417.1800895960001,5,3,2.7164,True
82,CHEMBL2403058,227.0,nM,COc1cc(Nc2ncc(Cl)c(-c3cc(Cl)cc(C#N)c3)n2)ccc1N1CCN(C)CC1,6.6439741428068775,468.12321468400006,7,1,4.8260800000000055,True
83,CHEMBL4789576,229.0,nM,Cc1cccc(-c2ccc(-c3ccc4c(C(=O)NCC5CC5)n[nH]c4c3)c(Cl)c2)n1,6.6401645176601125,416.1403889720001,3,2,5.393520000000003,True
86,CHEMBL2386718,244.0,nM,C[C@H](Nc1nccc(Nc2cc(C3CC3(F)F)[nH]n2)n1)c1ccc2[nH]cnc2c1,6.61261017366127,396.162249016,6,4,4.115300000000001,True
87,CHEMBL3596908,260.0,nM,O=C(c1ccc(Cl)cc1)c1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,6.585026652029182,405.13563794,5,2,4.235300000000001,True
88,CHEMBL3933198,270.0,nM,CCS(=O)(=O)c1cc(Nc2ncc(F)c(N(C)c3cc(CO)c(C)cc3C)n2)cc(N2CCOCC2)c1,6.568636235841012,529.215903724,9,2,3.866540000000003,True
89,CHEMBL3597012,270.0,nM,CC(=O)N1CCc2cc(-c3cnc4[nH]cc(C(=O)c5ccccc5Cl)c4c3)ccc2C1,6.568636235841012,429.12440456,3,1,5.018900000000005,True
90,CHEMBL3580972,281.0,nM,C[C@H](Nc1nccc(Nc2cc(C3CC3)[nH]n2)n1)c1ccc2[nH]cnc2c1,6.55129368009492,360.18109264000003,6,4,3.8701000000000016,True
91,CHEMBL2403070,289.0,nM,CCOC(=O)c1cc(Nc2ncc(Cl)c(-c3cccc(CC#N)c3)n2)ccc1N1CCN(C)CC1,6.539102157243452,490.1884017840001,8,1,4.535180000000005,True
92,CHEMBL3609330,323.0,nM,CCN1c2ccc(F)cc2N=C(N2CCN(C)CC2)c2cc(Cl)ccc21,6.490797477668897,372.151702604,4,0,4.276200000000004,True
93,CHEMBL4763427,330.0,nM,CNC(=O)c1n[nH]c2cc(-c3ccc(-n4ccccc4=O)cc3Cl)ccc12,6.481486060122112,378.0883534,4,2,3.393800000000001,True
94,CHEMBL3769456,341.0,nM,CNc1ncc2cc(-c3ccc(-c4cncc(C)n4)cc3Cl)c(=O)n(C[C@H]3CC[C@H](N)CC3)c2n1,6.467245621007502,489.204386196,8,2,4.4365200000000025,True
95,CHEMBL3580974,362.0,nM,Clc1c(CNc2nccc(Nc3cc(C4CC4)[nH]n3)n2)ccc2[nH]cnc12,6.441291429466834,380.1264702240001,6,4,3.9625,True
96,CHEMBL3770943,399.0,nM,CNc1ncc2cc(-c3ccc(-c4cncc(C)n4)cc3Cl)c(=O)n(C[C@H]3CNCCO3)c2n1,6.399027104313252,477.168000688,9,2,2.90742,True
97,CHEMBL3596902,400.0,nM,O=C(c1ccccc1)c1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,6.3979400086720375,371.17461029200007,5,2,3.581900000000002,True
98,CHEMBL3891484,420.0,nM,Cc1ccc(N(C)c2nc(Nc3cc(N4CCOCC4)cc(S(C)(=O)=O)c3)ncc2F)cc1CO,6.376750709602099,501.184603596,9,2,3.1680200000000025,True
99,CHEMBL3596918,440.0,nM,CS(=O)(=O)c1ccc(C(=O)c2c[nH]c3ncc(-c4cnn(C5CCNCC5)c4)cc23)c(Cl)c1,6.356547323513812,483.11318824400007,7,2,3.6388000000000025,True
100,CHEMBL3596900,460.0,nM,Clc1ccccc1-c1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,6.337242168318426,377.14072332,4,2,4.671300000000003,True
101,CHEMBL3980696,480.0,nM,CN(c1cc(CO)ccc1Cl)c1nc(Nc2cc(N3CCOCC3)cc(S(C)(=O)=O)c2)ncc1F,6.318758762624412,521.12998118,9,2,3.5130000000000026,True
102,CHEMBL2403059,487.0,nM,COc1cc(C#N)cc(-c2nc(Nc3ccc(N4CCN(C)CC4)c(OC)c3)ncc2Cl)c1,6.3124710387853655,464.17275172,8,1,4.181280000000003,True
103,CHEMBL3596906,490.0,nM,COc1ccccc1C(=O)c1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,6.309803919971486,401.185174976,6,2,3.5905000000000014,True
104,CHEMBL2105734,500.0,nM,COCC[n+]1c2c(n(Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O.[Br-],6.301029995663981,442.064052568,6,0,-1.6518799999999974,True
105,CHEMBL590109,510.0,nM,NCCn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21,6.292429823902063,425.1422646080001,7,3,4.397200000000002,True
106,CHEMBL3942173,530.0,nM,CCN(c1cc(CO)ccc1C)c1nc(Nc2ccc(N3CCN(C)CC3)c(S(=O)(=O)CC)c2)ncc1F,6.275724130399211,542.2475382,9,2,3.863420000000003,True
108,CHEMBL3924245,540.0,nM,CCS(=O)(=O)c1cc(Nc2ncc(F)c(N(C)c3cc(CO)ccc3C)n2)ccc1N1CCN(C)CC1,6.267606240177031,528.2318881360001,9,2,3.473320000000002,True
109,CHEMBL2403065,548.0,nM,CN1CCN(c2ccc(Nc3ncc(Cl)c(-c4cccc(CC#N)c4)n3)cc2F)CC1,6.261219441515631,436.157850604,6,1,4.497580000000004,True
110,CHEMBL4798596,560.0,nM,O=C(Nc1ccccc1Cl)NC1CCN(c2ncnc3[nH]ncc23)CC1,6.251811972993799,371.126135876,5,3,2.796800000000001,True
111,CHEMBL5090394,580.0,nM,CNc1ncc2cc(-c3ccc(-c4ncccc4F)cc3Cl)c(=O)n(C[C@H]3OC[C@H](N)CO3)c2n1,6.236572006437063,496.142594464,9,2,3.0549,True
112,CHEMBL4782048,590.0,nM,O=C(NCC1CC1)c1n[nH]c2cc(-c3ccc(-n4ccccc4=O)cc3Cl)ccc12,6.229147988357855,418.119653528,4,2,4.174000000000002,True
113,CHEMBL3596909,630.0,nM,O=C(c1ccc(CO)cc1)c1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,6.200659450546418,401.185174976,6,3,3.0742000000000003,True
114,CHEMBL3596917,630.0,nM,NC(=O)c1ccc(C(=O)c2c[nH]c3ncc(-c4cnn(C5CCNCC5)c4)cc23)c(Cl)c1,6.200659450546418,448.14145159200007,6,3,3.334200000000002,True
115,CHEMBL2403075,636.0,nM,Cc1cnc(-c2cc(Nc3ncc(Cl)c(-c4cccc(CC#N)c4)n3)ccc2N2CCN(C)CC2)o1,6.196542884351587,499.188736132,8,1,5.321900000000007,True
116,CHEMBL3596913,650.0,nM,N#Cc1ccc(Cl)c(C(=O)c2c[nH]c3ncc(-c4cnn(C5CCNCC5)c4)cc23)c1,6.187086643357144,430.1308869080001,6,2,4.106980000000002,True
117,CHEMBL2403066,674.0,nM,CN1CCN(c2ccc(Nc3ncc(Cl)c(-c4cccc(CC#N)c4)n3)cc2O)CC1,6.17134010346468,434.162187036,7,2,4.064080000000002,True
118,CHEMBL3822986,685.0,nM,C[C@@H](Nc1nccc(Nc2cc(C3CC3)[nH]n2)n1)c1ccc2[nH]ccc2n1,6.164309428507575,360.18109264000003,6,4,3.8701000000000008,True
